comes,13,0.000138395
hobbit-hole,13,0.000138395
flames,13,0.000138395
circle,13,0.000138395
flat,13,0.000138395
shore,13,0.000138395
From,13,0.000138395
armour,13,0.000138395
steps,13,0.000138395
lightning,13,0.000138395
worse,13,0.000138395
everything,13,0.000138395
start,13,0.000138395
glad,13,0.000138395
silent,13,0.000138395
arrows,13,0.000138395
spring,13,0.000138395
slope,13,0.000138395
said:,13,0.000138395
fires,13,0.000138395
meet,13,0.000138395
shone,12,0.000127749
sharp,12,0.000127749
nose,12,0.000127749
Lord,12,0.000127749
company,12,0.000127749
shape,12,0.000127749
broken,12,0.000127749
Lonely,12,0.000127749
cries,12,0.000127749
it’s,12,0.000127749
likely,12,0.000127749
wise,12,0.000127749
gates,12,0.000127749
wings,12,0.000127749
Lake-town,12,0.000127749
flung,12,0.000127749
laughing,12,0.000127749
clear,12,0.000127749
length,12,0.000127749
Thrain,12,0.000127749
party,12,0.000127749
Thror,12,0.000127749
toes,12,0.000127749
Took,12,0.000127749
ropes,12,0.000127749
past,12,0.000127749
paths,12,0.000127749
jewels,12,0.000127749
picked,12,0.000127749
Of,12,0.000127749
Oakenshield,12,0.000127749
cut,12,0.000127749
rocky,12,0.000127749
understand,12,0.000127749
four,12,0.000127749
young,12,0.000127749
frightened,12,0.000127749
dancing,12,0.000127749
west,12,0.000127749
job,12,0.000127749
flew,12,0.000127749
plans,12,0.000127749
wandering,12,0.000127749
haven’t,12,0.000127749
(and,12,0.000127749
wits,12,0.000127749
attack,12,0.000127749
Wood-elves,12,0.000127749
queer,12,0.000127749
size,12,0.000127749
hurried,12,0.000127749
strange,12,0.000127749
courage,12,0.000127749
stumbled,12,0.000127749
surprised,12,0.000127749
breath,12,0.000127749
follow,12,0.000127749
eaten,12,0.000127749
swords,12,0.000127749
shores,12,0.000127749
shook,12,0.000127749
hair,12,0.000127749
One,12,0.000127749
excitement,11,0.000117103
wake,11,0.000117103
thrush,11,0.000117103
grow,11,0.000117103
doubt,11,0.000117103
forgot,11,0.000117103
begun,11,0.000117103
rich,11,0.000117103
able,11,0.000117103
weary,11,0.000117103
“That,11,0.000117103
wherever,11,0.000117103
thank,11,0.000117103
fish,11,0.000117103
gleam,11,0.000117103
tunnels,11,0.000117103
gems,11,0.000117103
How,11,0.000117103
falling,11,0.000117103
dim,11,0.000117103
vast,11,0.000117103
creatures,11,0.000117103
Only,11,0.000117103
hours,11,0.000117103
burst,11,0.000117103
“He,11,0.000117103
whose,11,0.000117103
Men,11,0.000117103
flowers,11,0.000117103
yellow,11,0.000117103
break,11,0.000117103
hobbit’s,11,0.000117103
sick,11,0.000117103
cloak,11,0.000117103
faint,11,0.000117103
Carrock,11,0.000117103
pleasant,11,0.000117103
met,11,0.000117103
carefully,11,0.000117103
Goblins,11,0.000117103
wondering,11,0.000117103
Let,11,0.000117103
war,11,0.000117103
rain,11,0.000117103
sounded,11,0.000117103
service,11,0.000117103
itself,11,0.000117103
stepped,11,0.000117103
steep,11,0.000117103
Suddenly,11,0.000117103
burning,11,0.000117103
slept,11,0.000117103
Yet,11,0.000117103
whispered,11,0.000117103
spears,11,0.000117103
waters,10,0.000106458
plain,10,0.000106458
wrong,10,0.000106458
Mountain”,10,0.000106458
broad,10,0.000106458
drawing,10,0.000106458
swept,10,0.000106458
count,10,0.000106458
send,10,0.000106458
Elves,10,0.000106458
horse,10,0.000106458
here”,10,0.000106458
scrambled,10,0.000106458
march,10,0.000106458
Wild,10,0.000106458
everybody,10,0.000106458
second,10,0.000106458
room,10,0.000106458
dawn,10,0.000106458
summer,10,0.000106458
learned,10,0.000106458
evil,10,0.000106458
hurrying,10,0.000106458
seems,10,0.000106458
immediately,10,0.000106458
simply,10,0.000106458
“Not,10,0.000106458
doesn’t,10,0.000106458
Already,10,0.000106458
whatever,10,0.000106458
messengers,10,0.000106458
armed,10,0.000106458
rolling,10,0.000106458
greater,10,0.000106458
joined,10,0.000106458
grabbed,10,0.000106458
Out,10,0.000106458
key,10,0.000106458
Lake-men,10,0.000106458
death,10,0.000106458
unhappy,10,0.000106458
holes,10,0.000106458
caves,10,0.000106458
flowed,10,0.000106458
caverns,10,0.000106458
actually,10,0.000106458
talked,10,0.000106458
Baggins”,10,0.000106458
With,10,0.000106458
bow,10,0.000106458
swift,10,0.000106458
grumbling,10,0.000106458
thoughts,10,0.000106458
clothes,10,0.000106458
anyone,10,0.000106458
them;,10,0.000106458
bay,10,0.000106458
main,10,0.000106458
Indeed,10,0.000106458
closed,10,0.000106458
threw,10,0.000106458
show,10,0.000106458
ride,10,0.000106458
eager,9,9.5812e-005
helped,9,9.5812e-005
leaving,9,9.5812e-005
leaping,9,9.5812e-005
finding,9,9.5812e-005
Ori,9,9.5812e-005
“Where,9,9.5812e-005
“They,9,9.5812e-005
inclined,9,9.5812e-005
“No,9,9.5812e-005
“Let,9,9.5812e-005
“Come,9,9.5812e-005
‘em,9,9.5812e-005
cloud,9,9.5812e-005
yer,9,9.5812e-005
higher,9,9.5812e-005
Where,9,9.5812e-005
wrath,9,9.5812e-005
worst,9,9.5812e-005
friendship,9,9.5812e-005
plenty,9,9.5812e-005
within,9,9.5812e-005
polite,9,9.5812e-005
laughter,9,9.5812e-005
faces,9,9.5812e-005
Front,9,9.5812e-005
proper,9,9.5812e-005
May,9,9.5812e-005
claim,9,9.5812e-005
race,9,9.5812e-005
well”,9,9.5812e-005
real,9,9.5812e-005
hearts,9,9.5812e-005
waste,9,9.5812e-005
advice,9,9.5812e-005
reason,9,9.5812e-005
walked,9,9.5812e-005
walk,9,9.5812e-005
afterwards,9,9.5812e-005
fourteenth,9,9.5812e-005
us”,9,9.5812e-005
again”,9,9.5812e-005
usual,9,9.5812e-005
wretched,9,9.5812e-005
underground,9,9.5812e-005
twisted,9,9.5812e-005
twelve,9,9.5812e-005
drawn,9,9.5812e-005
truth,9,9.5812e-005
growing,9,9.5812e-005
gloomy,9,9.5812e-005
torn,9,9.5812e-005
runes,9,9.5812e-005
save,9,9.5812e-005
aloud,9,9.5812e-005
search,9,9.5812e-005
thirteen,9,9.5812e-005
third,9,9.5812e-005
although,9,9.5812e-005
seldom,9,9.5812e-005
thin,9,9.5812e-005
grumbled,9,9.5812e-005
sending,9,9.5812e-005
there”,9,9.5812e-005
fly,9,9.5812e-005
setting,9,9.5812e-005
died,9,9.5812e-005
Beorn’s,9,9.5812e-005
that”,9,9.5812e-005
ten,9,9.5812e-005
foes,9,9.5812e-005
surprise,9,9.5812e-005
carrying,9,9.5812e-005
forget,9,9.5812e-005
sides,9,9.5812e-005
stony,9,9.5812e-005
stirred,9,9.5812e-005
sorts,9,9.5812e-005
sorry,9,9.5812e-005
(or,9,9.5812e-005
autumn,9,9.5812e-005
snow,9,9.5812e-005
smaller,9,9.5812e-005
moved,9,9.5812e-005
horses,9,9.5812e-005
mail,9,9.5812e-005
bones,9,9.5812e-005
boats,9,9.5812e-005
Smaug’s,9,9.5812e-005
earth,9,9.5812e-005
grandfather,9,9.5812e-005
distant,9,9.5812e-005
listening,9,9.5812e-005
listen,9,9.5812e-005
aside,9,9.5812e-005
slopes,9,9.5812e-005
ford,9,9.5812e-005
elvish,9,9.5812e-005
Last,9,9.5812e-005
specially,9,9.5812e-005
cross,9,9.5812e-005
built,9,9.5812e-005
sparks,9,9.5812e-005
Up,8,8.51662e-005
Water,8,8.51662e-005
changed,8,8.51662e-005
burned,8,8.51662e-005
vain,8,8.51662e-005
pocket,8,8.51662e-005
probably,8,8.51662e-005
usually,8,8.51662e-005
fighting,8,8.51662e-005
bundles,8,8.51662e-005
height,8,8.51662e-005
floated,8,8.51662e-005
Thorin;,8,8.51662e-005
Dragon,8,8.51662e-005
right”,8,8.51662e-005
rising,8,8.51662e-005
now”,8,8.51662e-005
bears,8,8.51662e-005
huddled,8,8.51662e-005
winter,8,8.51662e-005
kill,8,8.51662e-005
piles,8,8.51662e-005
hobbits,8,8.51662e-005
ordinary,8,8.51662e-005
ended,8,8.51662e-005
“Don’t,8,8.51662e-005
lifted,8,8.51662e-005
Very,8,8.51662e-005
particularly,8,8.51662e-005
picking,8,8.51662e-005
Though,8,8.51662e-005
“If,8,8.51662e-005
twice,8,8.51662e-005
dear,8,8.51662e-005
ledge,8,8.51662e-005
listened,8,8.51662e-005
“My,8,8.51662e-005
lair,8,8.51662e-005
crossed,8,8.51662e-005
thunder,8,8.51662e-005
“O,8,8.51662e-005
thrust,8,8.51662e-005
person,8,8.51662e-005
packs,8,8.51662e-005
sank,8,8.51662e-005
Old,8,8.51662e-005
present,8,8.51662e-005
lie,8,8.51662e-005
coat,8,8.51662e-005
trotted,8,8.51662e-005
hopes,8,8.51662e-005
knives,8,8.51662e-005
blocked,8,8.51662e-005
tremendous,8,8.51662e-005
enchanted,8,8.51662e-005
life,8,8.51662e-005
bitter,8,8.51662e-005
track,8,8.51662e-005
“that,8,8.51662e-005
language,8,8.51662e-005
bent,8,8.51662e-005
drove,8,8.51662e-005
gollum,8,8.51662e-005
banks,8,8.51662e-005
easily,8,8.51662e-005
creature,8,8.51662e-005
east,8,8.51662e-005
shivering,8,8.51662e-005
lord,8,8.51662e-005
hated,8,8.51662e-005
cast,8,8.51662e-005
game,8,8.51662e-005
mention,8,8.51662e-005
kindly,8,8.51662e-005
nassty,8,8.51662e-005
swung,8,8.51662e-005
cook,8,8.51662e-005
swooped,8,8.51662e-005
bore,8,8.51662e-005
mutton,8,8.51662e-005
bother,8,8.51662e-005
marshes,8,8.51662e-005
anyway,8,8.51662e-005
anywhere,8,8.51662e-005
won,8,8.51662e-005
marvellous,8,8.51662e-005
mountain-side,8,8.51662e-005
fond,8,8.51662e-005
bottom,8,8.51662e-005
wonderful,8,8.51662e-005
